medianrunlength,medianruntime,adjusted_medianruntime,capped,Solution,novnoise,nvars,nclauses,vars-clauses-ratio,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-max,VCG-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-max,BINARY+,TRINARY+,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,vars-reduced-depth-4,vars-reduced-depth-16,vars-reduced-depth-64,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_BestStep_Mean,saps_BestStep_CoeffVariance,saps_AvgImproveToBest_Mean,saps_AvgImproveToBest_CoeffVariance,saps_FirstLMRatio_Mean,saps_FirstLMRatio_CoeffVariance,saps_BestCV_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_BestStep_Mean,gsat_BestStep_CoeffVariance,gsat_AvgImproveToBest_CoeffVariance,gsat_BestCV_Mean,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars
1456302339,900.01,1064.726726,1,1,20,700,2975,0.235294118,0.001008403,0.008067227,2.64365889,0.004285714,0,0.004285714,0,0.496022409,0.181076756,1,0,1,0.392827811,0,0.00605042,2.33921142,0.521680672,0.008417767,0.271420038,0.002016807,0,0.001428571,0.094285714,23.4302849,0.245441664,422.841079,0.217887539,0.859382395,0.20626192,0.852781381,0.029071448,0.322398622,20.5099338,1.43521813,1422.33775,0.305594014,1.30500101,0.378536851,0.301761808,0.499622069
523868322,346.18,359.9193152,0,1,30,700,2975,0.235294118,0.001008403,0.008067227,2.64365889,0.004285714,0,0.004285714,0,0.496022409,0.181076756,1,0,1,0.392827811,0,0.00605042,2.33921142,0.521680672,0.008417767,0.271420038,0.002016807,0,0.001428571,0.094285714,23.4302849,0.245441664,422.841079,0.217887539,0.859382395,0.20626192,0.852781381,0.029071448,0.322398622,20.5099338,1.43521813,1422.33775,0.305594014,1.30500101,0.378536851,0.301761808,0.499622069
1454954,0.99,1.092487428,0,1,40,700,2975,0.235294118,0.001008403,0.008067227,2.64365889,0.004285714,0,0.004285714,0,0.496022409,0.181076756,1,0,1,0.392827811,0,0.00605042,2.33921142,0.521680672,0.008417767,0.271420038,0.002016807,0,0.001428571,0.094285714,23.4302849,0.245441664,422.841079,0.217887539,0.859382395,0.20626192,0.852781381,0.029071448,0.322398622,20.5099338,1.43521813,1422.33775,0.305594014,1.30500101,0.378536851,0.301761808,0.499622069
3308013,2.45,2.529410011,0,1,50,700,2975,0.235294118,0.001008403,0.008067227,2.64365889,0.004285714,0,0.004285714,0,0.496022409,0.181076756,1,0,1,0.392827811,0,0.00605042,2.33921142,0.521680672,0.008417767,0.271420038,0.002016807,0,0.001428571,0.094285714,23.4302849,0.245441664,422.841079,0.217887539,0.859382395,0.20626192,0.852781381,0.029071448,0.322398622,20.5099338,1.43521813,1422.33775,0.305594014,1.30500101,0.378536851,0.301761808,0.499622069
38807712,30.88,31.19957165,0,1,60,700,2975,0.235294118,0.001008403,0.008067227,2.64365889,0.004285714,0,0.004285714,0,0.496022409,0.181076756,1,0,1,0.392827811,0,0.00605042,2.33921142,0.521680672,0.008417767,0.271420038,0.002016807,0,0.001428571,0.094285714,23.4302849,0.245441664,422.841079,0.217887539,0.859382395,0.20626192,0.852781381,0.029071448,0.322398622,20.5099338,1.43521813,1422.33775,0.305594014,1.30500101,0.378536851,0.301761808,0.499622069
728135,0.46,0.479142415,0,1,10,900,3600,0.25,0.000555556,0.006388889,2.62065937,0.003333333,0,0.003333333,0,0.496481481,0.188319728,1,0,1,0.416991396,0,0.004166667,2.29925967,0.491388889,0.006568519,0.276475459,0.001111111,0,0.001111111,0.042222222,18.9855422,0.550090495,579.257831,0.23895856,0.78286274,0.243852206,0.850001472,0.027996585,0.39144645,15.5543478,0.274151635,1976.32609,0.311610364,0.323089162,0.425123202,0.311796138,0.502472845
80473,0.06,0.053704734,0,1,20,900,3600,0.25,0.000555556,0.006388889,2.62065937,0.003333333,0,0.003333333,0,0.496481481,0.188319728,1,0,1,0.416991396,0,0.004166667,2.29925967,0.491388889,0.006568519,0.276475459,0.001111111,0,0.001111111,0.042222222,18.9855422,0.550090495,579.257831,0.23895856,0.78286274,0.243852206,0.850001472,0.027996585,0.39144645,15.5543478,0.274151635,1976.32609,0.311610364,0.323089162,0.425123202,0.311796138,0.502472845
10838,0.01,0.007248538,0,1,30,900,3600,0.25,0.000555556,0.006388889,2.62065937,0.003333333,0,0.003333333,0,0.496481481,0.188319728,1,0,1,0.416991396,0,0.004166667,2.29925967,0.491388889,0.006568519,0.276475459,0.001111111,0,0.001111111,0.042222222,18.9855422,0.550090495,579.257831,0.23895856,0.78286274,0.243852206,0.850001472,0.027996585,0.39144645,15.5543478,0.274151635,1976.32609,0.311610364,0.323089162,0.425123202,0.311796138,0.502472845
20635,0.02,0.014808059,0,1,40,900,3600,0.25,0.000555556,0.006388889,2.62065937,0.003333333,0,0.003333333,0,0.496481481,0.188319728,1,0,1,0.416991396,0,0.004166667,2.29925967,0.491388889,0.006568519,0.276475459,0.001111111,0,0.001111111,0.042222222,18.9855422,0.550090495,579.257831,0.23895856,0.78286274,0.243852206,0.850001472,0.027996585,0.39144645,15.5543478,0.274151635,1976.32609,0.311610364,0.323089162,0.425123202,0.311796138,0.502472845
11929,0.01,0.00927504,0,1,50,900,3600,0.25,0.000555556,0.006388889,2.62065937,0.003333333,0,0.003333333,0,0.496481481,0.188319728,1,0,1,0.416991396,0,0.004166667,2.29925967,0.491388889,0.006568519,0.276475459,0.001111111,0,0.001111111,0.042222222,18.9855422,0.550090495,579.257831,0.23895856,0.78286274,0.243852206,0.850001472,0.027996585,0.39144645,15.5543478,0.274151635,1976.32609,0.311610364,0.323089162,0.425123202,0.311796138,0.502472845
7095,0.01,0.005782533,0,1,60,900,3600,0.25,0.000555556,0.006388889,2.62065937,0.003333333,0,0.003333333,0,0.496481481,0.188319728,1,0,1,0.416991396,0,0.004166667,2.29925967,0.491388889,0.006568519,0.276475459,0.001111111,0,0.001111111,0.042222222,18.9855422,0.550090495,579.257831,0.23895856,0.78286274,0.243852206,0.850001472,0.027996585,0.39144645,15.5543478,0.274151635,1976.32609,0.311610364,0.323089162,0.425123202,0.311796138,0.502472845
31693863,19.32,22.03136776,0,1,10,500,2000,0.25,0.0005,0.012,2.69781971,0.006,0,0.006,0,0.506,0.18038752,1,0,1,0.439628517,0,0.008,2.36593273,0.5065,0.01169,0.300339481,0.001,0,0.008,0.398,14.9268293,0.485046097,278.417344,0.232150921,0.884488678,0.22948199,0.852571336,0.035328624,0.342027046,12.9083665,0.270094892,822.442231,0.318918454,0.33729003,0.371259213,0.329486217,0.608528889
617519,0.37,0.384236401,0,1,20,500,2000,0.25,0.0005,0.012,2.69781971,0.006,0,0.006,0,0.506,0.18038752,1,0,1,0.439628517,0,0.008,2.36593273,0.5065,0.01169,0.300339481,0.001,0,0.008,0.398,14.9268293,0.485046097,278.417344,0.232150921,0.884488678,0.22948199,0.852571336,0.035328624,0.342027046,12.9083665,0.270094892,822.442231,0.318918454,0.33729003,0.371259213,0.329486217,0.608528889
705393,0.45,0.467151395,0,1,30,500,2000,0.25,0.0005,0.012,2.69781971,0.006,0,0.006,0,0.506,0.18038752,1,0,1,0.439628517,0,0.008,2.36593273,0.5065,0.01169,0.300339481,0.001,0,0.008,0.398,14.9268293,0.485046097,278.417344,0.232150921,0.884488678,0.22948199,0.852571336,0.035328624,0.342027046,12.9083665,0.270094892,822.442231,0.318918454,0.33729003,0.371259213,0.329486217,0.608528889
43191,0.03,0.030043342,0,1,40,500,2000,0.25,0.0005,0.012,2.69781971,0.006,0,0.006,0,0.506,0.18038752,1,0,1,0.439628517,0,0.008,2.36593273,0.5065,0.01169,0.300339481,0.001,0,0.008,0.398,14.9268293,0.485046097,278.417344,0.232150921,0.884488678,0.22948199,0.852571336,0.035328624,0.342027046,12.9083665,0.270094892,822.442231,0.318918454,0.33729003,0.371259213,0.329486217,0.608528889
58607,0.04,0.042630249,0,1,50,500,2000,0.25,0.0005,0.012,2.69781971,0.006,0,0.006,0,0.506,0.18038752,1,0,1,0.439628517,0,0.008,2.36593273,0.5065,0.01169,0.300339481,0.001,0,0.008,0.398,14.9268293,0.485046097,278.417344,0.232150921,0.884488678,0.22948199,0.852571336,0.035328624,0.342027046,12.9083665,0.270094892,822.442231,0.318918454,0.33729003,0.371259213,0.329486217,0.608528889
2076,0,0.00163873,0,1,60,500,2000,0.25,0.0005,0.012,2.69781971,0.006,0,0.006,0,0.506,0.18038752,1,0,1,0.439628517,0,0.008,2.36593273,0.5065,0.01169,0.300339481,0.001,0,0.008,0.398,14.9268293,0.485046097,278.417344,0.232150921,0.884488678,0.22948199,0.852571336,0.035328624,0.342027046,12.9083665,0.270094892,822.442231,0.318918454,0.33729003,0.371259213,0.329486217,0.608528889
964371634,568.11,661.0220192,0,1,10,550,2337,0.235344459,0.000427899,0.009841677,2.62402012,0.005454545,0,0.005454545,0,0.499643417,0.17492817,1,0,1,0.370556605,0,0.005990586,2.26389083,0.500641849,0.010663244,0.265578763,0.000855798,0,0.001818182,0.381818182,18.1364149,0.611648202,321.253664,0.228442062,0.90388553,0.39630008,0.852636774,0.035702213,0.334295927,14.7734628,0.268663772,984.734628,0.335677718,0.354795199,0.372423924,0.316466596,0.531748267
792589,0.49,0.474129211,0,1,20,550,2337,0.235344459,0.000427899,0.009841677,2.62402012,0.005454545,0,0.005454545,0,0.499643417,0.17492817,1,0,1,0.370556605,0,0.005990586,2.26389083,0.500641849,0.010663244,0.265578763,0.000855798,0,0.001818182,0.381818182,18.1364149,0.611648202,321.253664,0.228442062,0.90388553,0.39630008,0.852636774,0.035702213,0.334295927,14.7734628,0.268663772,984.734628,0.335677718,0.354795199,0.372423924,0.316466596,0.531748267
44099,0.03,0.029034333,0,1,30,550,2337,0.235344459,0.000427899,0.009841677,2.62402012,0.005454545,0,0.005454545,0,0.499643417,0.17492817,1,0,1,0.370556605,0,0.005990586,2.26389083,0.500641849,0.010663244,0.265578763,0.000855798,0,0.001818182,0.381818182,18.1364149,0.611648202,321.253664,0.228442062,0.90388553,0.39630008,0.852636774,0.035702213,0.334295927,14.7734628,0.268663772,984.734628,0.335677718,0.354795199,0.372423924,0.316466596,0.531748267
31566,0.02,0.021770226,0,1,40,550,2337,0.235344459,0.000427899,0.009841677,2.62402012,0.005454545,0,0.005454545,0,0.499643417,0.17492817,1,0,1,0.370556605,0,0.005990586,2.26389083,0.500641849,0.010663244,0.265578763,0.000855798,0,0.001818182,0.381818182,18.1364149,0.611648202,321.253664,0.228442062,0.90388553,0.39630008,0.852636774,0.035702213,0.334295927,14.7734628,0.268663772,984.734628,0.335677718,0.354795199,0.372423924,0.316466596,0.531748267
17205,0.01,0.013303929,0,1,50,550,2337,0.235344459,0.000427899,0.009841677,2.62402012,0.005454545,0,0.005454545,0,0.499643417,0.17492817,1,0,1,0.370556605,0,0.005990586,2.26389083,0.500641849,0.010663244,0.265578763,0.000855798,0,0.001818182,0.381818182,18.1364149,0.611648202,321.253664,0.228442062,0.90388553,0.39630008,0.852636774,0.035702213,0.334295927,14.7734628,0.268663772,984.734628,0.335677718,0.354795199,0.372423924,0.316466596,0.531748267
5591,0,0.004374729,0,1,60,550,2337,0.235344459,0.000427899,0.009841677,2.62402012,0.005454545,0,0.005454545,0,0.499643417,0.17492817,1,0,1,0.370556605,0,0.005990586,2.26389083,0.500641849,0.010663244,0.265578763,0.000855798,0,0.001818182,0.381818182,18.1364149,0.611648202,321.253664,0.228442062,0.90388553,0.39630008,0.852636774,0.035702213,0.334295927,14.7734628,0.268663772,984.734628,0.335677718,0.354795199,0.372423924,0.316466596,0.531748267
37894365,45.37,46.07828271,0,1,10,155,1531,0.101241019,0.015676029,0.037230568,3.15515234,0.025806452,0,0.025806452,0,0.375244938,0.092167907,0.483870968,0,0,0.289698147,0.003265839,0.015676029,2.6300536,0.311561071,0.054217147,0.122534024,0.0365774,0,0.006451613,0.348387097,10.0383594,0.34167015,69.0451461,0.243112731,1.30140966,0.230367037,0.86325204,0.065180908,0.272775126,8.33375959,0.33704899,135.900682,0.433575571,0.436826812,0.322040571,0.471160637,0.674251983
2614795,3.16,3.161229289,0,1,20,155,1531,0.101241019,0.015676029,0.037230568,3.15515234,0.025806452,0,0.025806452,0,0.375244938,0.092167907,0.483870968,0,0,0.289698147,0.003265839,0.015676029,2.6300536,0.311561071,0.054217147,0.122534024,0.0365774,0,0.006451613,0.348387097,10.0383594,0.34167015,69.0451461,0.243112731,1.30140966,0.230367037,0.86325204,0.065180908,0.272775126,8.33375959,0.33704899,135.900682,0.433575571,0.436826812,0.322040571,0.471160637,0.674251983
128131,0.16,0.156972114,0,1,30,155,1531,0.101241019,0.015676029,0.037230568,3.15515234,0.025806452,0,0.025806452,0,0.375244938,0.092167907,0.483870968,0,0,0.289698147,0.003265839,0.015676029,2.6300536,0.311561071,0.054217147,0.122534024,0.0365774,0,0.006451613,0.348387097,10.0383594,0.34167015,69.0451461,0.243112731,1.30140966,0.230367037,0.86325204,0.065180908,0.272775126,8.33375959,0.33704899,135.900682,0.433575571,0.436826812,0.322040571,0.471160637,0.674251983
4555,0,0.005719832,0,1,40,155,1531,0.101241019,0.015676029,0.037230568,3.15515234,0.025806452,0,0.025806452,0,0.375244938,0.092167907,0.483870968,0,0,0.289698147,0.003265839,0.015676029,2.6300536,0.311561071,0.054217147,0.122534024,0.0365774,0,0.006451613,0.348387097,10.0383594,0.34167015,69.0451461,0.243112731,1.30140966,0.230367037,0.86325204,0.065180908,0.272775126,8.33375959,0.33704899,135.900682,0.433575571,0.436826812,0.322040571,0.471160637,0.674251983
22024,0.03,0.028242922,0,1,50,155,1531,0.101241019,0.015676029,0.037230568,3.15515234,0.025806452,0,0.025806452,0,0.375244938,0.092167907,0.483870968,0,0,0.289698147,0.003265839,0.015676029,2.6300536,0.311561071,0.054217147,0.122534024,0.0365774,0,0.006451613,0.348387097,10.0383594,0.34167015,69.0451461,0.243112731,1.30140966,0.230367037,0.86325204,0.065180908,0.272775126,8.33375959,0.33704899,135.900682,0.433575571,0.436826812,0.322040571,0.471160637,0.674251983
2213,0,0.002827472,0,1,60,155,1531,0.101241019,0.015676029,0.037230568,3.15515234,0.025806452,0,0.025806452,0,0.375244938,0.092167907,0.483870968,0,0,0.289698147,0.003265839,0.015676029,2.6300536,0.311561071,0.054217147,0.122534024,0.0365774,0,0.006451613,0.348387097,10.0383594,0.34167015,69.0451461,0.243112731,1.30140966,0.230367037,0.86325204,0.065180908,0.272775126,8.33375959,0.33704899,135.900682,0.433575571,0.436826812,0.322040571,0.471160637,0.674251983
1332312908,900.01,826.5127357,1,1,10,800,3400,0.235294118,0.001176471,0.007352941,2.65943078,0.00375,0,0.00375,0,0.500196078,0.171469178,1,0,1,0.381932425,0,0.004411765,2.27574449,0.497941176,0.007397794,0.276469589,0.002352941,0,0.0025,0.035,26.7770833,0.482107935,479.40625,0.221435002,0.872195997,0.2525986,0.855644267,0.030186343,0.319676614,20.942029,0.198922786,1715.04348,0.280684305,0.301679833,0.373899321,0.298710994,0.484976473
449690138,323.52,316.4768172,0,1,20,800,3400,0.235294118,0.001176471,0.007352941,2.65943078,0.00375,0,0.00375,0,0.500196078,0.171469178,1,0,1,0.381932425,0,0.004411765,2.27574449,0.497941176,0.007397794,0.276469589,0.002352941,0,0.0025,0.035,26.7770833,0.482107935,479.40625,0.221435002,0.872195997,0.2525986,0.855644267,0.030186343,0.319676614,20.942029,0.198922786,1715.04348,0.280684305,0.301679833,0.373899321,0.298710994,0.484976473
2984932,2.05,2.24775577,0,1,30,800,3400,0.235294118,0.001176471,0.007352941,2.65943078,0.00375,0,0.00375,0,0.500196078,0.171469178,1,0,1,0.381932425,0,0.004411765,2.27574449,0.497941176,0.007397794,0.276469589,0.002352941,0,0.0025,0.035,26.7770833,0.482107935,479.40625,0.221435002,0.872195997,0.2525986,0.855644267,0.030186343,0.319676614,20.942029,0.198922786,1715.04348,0.280684305,0.301679833,0.373899321,0.298710994,0.484976473
189531807,122.38,136.1531146,0,1,40,800,3400,0.235294118,0.001176471,0.007352941,2.65943078,0.00375,0,0.00375,0,0.500196078,0.171469178,1,0,1,0.381932425,0,0.004411765,2.27574449,0.497941176,0.007397794,0.276469589,0.002352941,0,0.0025,0.035,26.7770833,0.482107935,479.40625,0.221435002,0.872195997,0.2525986,0.855644267,0.030186343,0.319676614,20.942029,0.198922786,1715.04348,0.280684305,0.301679833,0.373899321,0.298710994,0.484976473
198441,0.16,0.148220821,0,1,50,800,3400,0.235294118,0.001176471,0.007352941,2.65943078,0.00375,0,0.00375,0,0.500196078,0.171469178,1,0,1,0.381932425,0,0.004411765,2.27574449,0.497941176,0.007397794,0.276469589,0.002352941,0,0.0025,0.035,26.7770833,0.482107935,479.40625,0.221435002,0.872195997,0.2525986,0.855644267,0.030186343,0.319676614,20.942029,0.198922786,1715.04348,0.280684305,0.301679833,0.373899321,0.298710994,0.484976473
589365,0.46,0.477580579,0,1,60,800,3400,0.235294118,0.001176471,0.007352941,2.65943078,0.00375,0,0.00375,0,0.500196078,0.171469178,1,0,1,0.381932425,0,0.004411765,2.27574449,0.497941176,0.007397794,0.276469589,0.002352941,0,0.0025,0.035,26.7770833,0.482107935,479.40625,0.221435002,0.872195997,0.2525986,0.855644267,0.030186343,0.319676614,20.942029,0.198922786,1715.04348,0.280684305,0.301679833,0.373899321,0.298710994,0.484976473
1778,0,0.002296428,0,1,10,200,1978,0.101112235,0.012639029,0.028311426,3.13827441,0.02,0,0.02,0,0.38776542,0.094535391,0.463414634,0,0,0.274118758,0.002022245,0.012133468,2.50730312,0.289686552,0.045455005,0.121894756,0.032355915,0,0,0.31,12.090109,0.339093864,94.372171,0.245162763,1.24350111,0.238208408,0.860911155,0.057300028,0.274727758,10.2319417,0.287492752,194.439364,0.404872742,0.427734993,0.316113924,0.462981108,0.662017021
5162802,6.26,6.346555113,0,1,20,200,1978,0.101112235,0.012639029,0.028311426,3.13827441,0.02,0,0.02,0,0.38776542,0.094535391,0.463414634,0,0,0.274118758,0.002022245,0.012133468,2.50730312,0.289686552,0.045455005,0.121894756,0.032355915,0,0,0.31,12.090109,0.339093864,94.372171,0.245162763,1.24350111,0.238208408,0.860911155,0.057300028,0.274727758,10.2319417,0.287492752,194.439364,0.404872742,0.427734993,0.316113924,0.462981108,0.662017021
886677,1.08,1.113629028,0,1,30,200,1978,0.101112235,0.012639029,0.028311426,3.13827441,0.02,0,0.02,0,0.38776542,0.094535391,0.463414634,0,0,0.274118758,0.002022245,0.012133468,2.50730312,0.289686552,0.045455005,0.121894756,0.032355915,0,0,0.31,12.090109,0.339093864,94.372171,0.245162763,1.24350111,0.238208408,0.860911155,0.057300028,0.274727758,10.2319417,0.287492752,194.439364,0.404872742,0.427734993,0.316113924,0.462981108,0.662017021
315180,0.4,0.401961472,0,1,40,200,1978,0.101112235,0.012639029,0.028311426,3.13827441,0.02,0,0.02,0,0.38776542,0.094535391,0.463414634,0,0,0.274118758,0.002022245,0.012133468,2.50730312,0.289686552,0.045455005,0.121894756,0.032355915,0,0,0.31,12.090109,0.339093864,94.372171,0.245162763,1.24350111,0.238208408,0.860911155,0.057300028,0.274727758,10.2319417,0.287492752,194.439364,0.404872742,0.427734993,0.316113924,0.462981108,0.662017021
40083,0.05,0.052352964,0,1,50,200,1978,0.101112235,0.012639029,0.028311426,3.13827441,0.02,0,0.02,0,0.38776542,0.094535391,0.463414634,0,0,0.274118758,0.002022245,0.012133468,2.50730312,0.289686552,0.045455005,0.121894756,0.032355915,0,0,0.31,12.090109,0.339093864,94.372171,0.245162763,1.24350111,0.238208408,0.860911155,0.057300028,0.274727758,10.2319417,0.287492752,194.439364,0.404872742,0.427734993,0.316113924,0.462981108,0.662017021
39815,0.05,0.053903849,0,1,60,200,1978,0.101112235,0.012639029,0.028311426,3.13827441,0.02,0,0.02,0,0.38776542,0.094535391,0.463414634,0,0,0.274118758,0.002022245,0.012133468,2.50730312,0.289686552,0.045455005,0.121894756,0.032355915,0,0,0.31,12.090109,0.339093864,94.372171,0.245162763,1.24350111,0.238208408,0.860911155,0.057300028,0.274727758,10.2319417,0.287492752,194.439364,0.404872742,0.427734993,0.316113924,0.462981108,0.662017021
1528050817,900.01,1083.448127,1,1,10,700,2975,0.235294118,0.001344538,0.008067227,2.70115028,0.004285714,0,0.004285714,0,0.50745098,0.187118454,1,0,1,0.397116757,0,0.005042017,2.32519956,0.498823529,0.008412965,0.28407919,0.002352941,0,0.001428571,0.121428571,20.7577741,0.513781165,416.91162,0.235722144,0.887390754,0.257871563,0.858611552,0.028759409,0.339609829,16.402439,0.219529368,1392.7561,0.343594129,0.366777028,0.385247326,0.304365892,0.512527302
1418120344,900.01,1071.410753,1,1,20,700,2975,0.235294118,0.001344538,0.008067227,2.70115028,0.004285714,0,0.004285714,0,0.50745098,0.187118454,1,0,1,0.397116757,0,0.005042017,2.32519956,0.498823529,0.008412965,0.28407919,0.002352941,0,0.001428571,0.121428571,20.7577741,0.513781165,416.91162,0.235722144,0.887390754,0.257871563,0.858611552,0.028759409,0.339609829,16.402439,0.219529368,1392.7561,0.343594129,0.366777028,0.385247326,0.304365892,0.512527302
690170,0.49,0.44086685,0,1,30,700,2975,0.235294118,0.001344538,0.008067227,2.70115028,0.004285714,0,0.004285714,0,0.50745098,0.187118454,1,0,1,0.397116757,0,0.005042017,2.32519956,0.498823529,0.008412965,0.28407919,0.002352941,0,0.001428571,0.121428571,20.7577741,0.513781165,416.91162,0.235722144,0.887390754,0.257871563,0.858611552,0.028759409,0.339609829,16.402439,0.219529368,1392.7561,0.343594129,0.366777028,0.385247326,0.304365892,0.512527302
794623,0.53,0.569564245,0,1,40,700,2975,0.235294118,0.001344538,0.008067227,2.70115028,0.004285714,0,0.004285714,0,0.50745098,0.187118454,1,0,1,0.397116757,0,0.005042017,2.32519956,0.498823529,0.008412965,0.28407919,0.002352941,0,0.001428571,0.121428571,20.7577741,0.513781165,416.91162,0.235722144,0.887390754,0.257871563,0.858611552,0.028759409,0.339609829,16.402439,0.219529368,1392.7561,0.343594129,0.366777028,0.385247326,0.304365892,0.512527302
184851,0.13,0.139231515,0,1,50,700,2975,0.235294118,0.001344538,0.008067227,2.70115028,0.004285714,0,0.004285714,0,0.50745098,0.187118454,1,0,1,0.397116757,0,0.005042017,2.32519956,0.498823529,0.008412965,0.28407919,0.002352941,0,0.001428571,0.121428571,20.7577741,0.513781165,416.91162,0.235722144,0.887390754,0.257871563,0.858611552,0.028759409,0.339609829,16.402439,0.219529368,1392.7561,0.343594129,0.366777028,0.385247326,0.304365892,0.512527302
106665,0.1,0.086524165,0,1,60,700,2975,0.235294118,0.001344538,0.008067227,2.70115028,0.004285714,0,0.004285714,0,0.50745098,0.187118454,1,0,1,0.397116757,0,0.005042017,2.32519956,0.498823529,0.008412965,0.28407919,0.002352941,0,0.001428571,0.121428571,20.7577741,0.513781165,416.91162,0.235722144,0.887390754,0.257871563,0.858611552,0.028759409,0.339609829,16.402439,0.219529368,1392.7561,0.343594129,0.366777028,0.385247326,0.304365892,0.512527302
63422072,40.34,45.83357507,0,1,10,700,2975,0.235294118,0.001008403,0.008403361,2.69956763,0.004285714,0,0.004285714,0,0.494005602,0.186518748,1,0,1,0.402272929,0,0.005042017,2.31499141,0.486722689,0.008405282,0.285015202,0.002016807,0,0.01,0.27,21.4049587,0.713860448,422.540496,0.22438592,0.875778844,0.316664333,0.857222638,0.030465501,0.338352405,19.0333333,1.22015872,1404.23333,0.328970128,1.01856405,0.3759159,0.303323615,0.50539461
1366593442,900.01,904.6219892,1,1,20,700,2975,0.235294118,0.001008403,0.008403361,2.69956763,0.004285714,0,0.004285714,0,0.494005602,0.186518748,1,0,1,0.402272929,0,0.005042017,2.31499141,0.486722689,0.008405282,0.285015202,0.002016807,0,0.01,0.27,21.4049587,0.713860448,422.540496,0.22438592,0.875778844,0.316664333,0.857222638,0.030465501,0.338352405,19.0333333,1.22015872,1404.23333,0.328970128,1.01856405,0.3759159,0.303323615,0.50539461
10559865,7.07,7.06152769,0,1,30,700,2975,0.235294118,0.001008403,0.008403361,2.69956763,0.004285714,0,0.004285714,0,0.494005602,0.186518748,1,0,1,0.402272929,0,0.005042017,2.31499141,0.486722689,0.008405282,0.285015202,0.002016807,0,0.01,0.27,21.4049587,0.713860448,422.540496,0.22438592,0.875778844,0.316664333,0.857222638,0.030465501,0.338352405,19.0333333,1.22015872,1404.23333,0.328970128,1.01856405,0.3759159,0.303323615,0.50539461
1782272,1.25,1.186330658,0,1,40,700,2975,0.235294118,0.001008403,0.008403361,2.69956763,0.004285714,0,0.004285714,0,0.494005602,0.186518748,1,0,1,0.402272929,0,0.005042017,2.31499141,0.486722689,0.008405282,0.285015202,0.002016807,0,0.01,0.27,21.4049587,0.713860448,422.540496,0.22438592,0.875778844,0.316664333,0.857222638,0.030465501,0.338352405,19.0333333,1.22015872,1404.23333,0.328970128,1.01856405,0.3759159,0.303323615,0.50539461
225918,0.17,0.170468385,0,1,50,700,2975,0.235294118,0.001008403,0.008403361,2.69956763,0.004285714,0,0.004285714,0,0.494005602,0.186518748,1,0,1,0.402272929,0,0.005042017,2.31499141,0.486722689,0.008405282,0.285015202,0.002016807,0,0.01,0.27,21.4049587,0.713860448,422.540496,0.22438592,0.875778844,0.316664333,0.857222638,0.030465501,0.338352405,19.0333333,1.22015872,1404.23333,0.328970128,1.01856405,0.3759159,0.303323615,0.50539461
292625,0.19,0.240126207,0,1,60,700,2975,0.235294118,0.001008403,0.008403361,2.69956763,0.004285714,0,0.004285714,0,0.494005602,0.186518748,1,0,1,0.402272929,0,0.005042017,2.31499141,0.486722689,0.008405282,0.285015202,0.002016807,0,0.01,0.27,21.4049587,0.713860448,422.540496,0.22438592,0.875778844,0.316664333,0.857222638,0.030465501,0.338352405,19.0333333,1.22015872,1404.23333,0.328970128,1.01856405,0.3759159,0.303323615,0.50539461
1503807093,900.01,1028.22448,1,1,10,700,2975,0.235294118,0.001344538,0.010084034,2.6659556,0.004285714,0,0.004285714,0,0.495798319,0.188202091,1,0,1,0.389501044,0.000336134,0.005042017,2.29919506,0.497142857,0.008428331,0.279301218,0.002689076,0,0.005714286,0.097142857,23.0767974,0.264416615,413.313725,0.227760673,0.881950366,0.208254444,0.854537731,0.029517062,0.323966721,18.9349112,0.245635718,1343.73373,0.352934443,0.376133541,0.373342573,0.302497145,0.505532269
46025433,30.08,32.55340264,0,1,20,700,2975,0.235294118,0.001344538,0.010084034,2.6659556,0.004285714,0,0.004285714,0,0.495798319,0.188202091,1,0,1,0.389501044,0.000336134,0.005042017,2.29919506,0.497142857,0.008428331,0.279301218,0.002689076,0,0.005714286,0.097142857,23.0767974,0.264416615,413.313725,0.227760673,0.881950366,0.208254444,0.854537731,0.029517062,0.323966721,18.9349112,0.245635718,1343.73373,0.352934443,0.376133541,0.373342573,0.302497145,0.505532269
134897,0.1,0.091448401,0,1,30,700,2975,0.235294118,0.001344538,0.010084034,2.6659556,0.004285714,0,0.004285714,0,0.495798319,0.188202091,1,0,1,0.389501044,0.000336134,0.005042017,2.29919506,0.497142857,0.008428331,0.279301218,0.002689076,0,0.005714286,0.097142857,23.0767974,0.264416615,413.313725,0.227760673,0.881950366,0.208254444,0.854537731,0.029517062,0.323966721,18.9349112,0.245635718,1343.73373,0.352934443,0.376133541,0.373342573,0.302497145,0.505532269
