INSTANCE_ID,medianrunlength,medianruntime,adjusted_medianruntime,capped,Solution,novnoise,nvars,nclauses,vars-clauses-ratio,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-max,VCG-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-max,BINARY+,TRINARY+,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,vars-reduced-depth-4,vars-reduced-depth-16,vars-reduced-depth-64,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_BestStep_Mean,saps_BestStep_CoeffVariance,saps_AvgImproveToBest_Mean,saps_AvgImproveToBest_CoeffVariance,saps_FirstLMRatio_Mean,saps_FirstLMRatio_CoeffVariance,saps_BestCV_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_BestStep_Mean,gsat_BestStep_CoeffVariance,gsat_AvgImproveToBest_CoeffVariance,gsat_BestCV_Mean,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars
-218,9599210,70.87,71.8331687,0,218,20,140,6202,0.022573363,0.034988713,0.048855208,3.94887365,0.042857143,0,0.042857143,0,0.312049876,0.039918641,0.176056338,0,0,0.187447962,0.002579813,0.006288294,2.89385079,0.097387939,0.022409822,0.0008538,0.022250887,0,0,0.121428571,13.6836237,0.255575286,54.2195122,0.265283021,1.63027706,0.258915122,0.868384057,0.06898285,0.222107006,13.2412451,0.2429262,78.8414397,0.49968946,0.425778613,0.224215494,0.597110754,0.709949958
-219,2988528,22.64,22.53519937,0,219,30,140,6202,0.022573363,0.034988713,0.048855208,3.94887365,0.042857143,0,0.042857143,0,0.312049876,0.039918641,0.176056338,0,0,0.187447962,0.002579813,0.006288294,2.89385079,0.097387939,0.022409822,0.0008538,0.022250887,0,0,0.121428571,13.6836237,0.255575286,54.2195122,0.265283021,1.63027706,0.258915122,0.868384057,0.06898285,0.222107006,13.2412451,0.2429262,78.8414397,0.49968946,0.425778613,0.224215494,0.597110754,0.709949958
-220,321870,2.44,2.454362447,0,220,40,140,6202,0.022573363,0.034988713,0.048855208,3.94887365,0.042857143,0,0.042857143,0,0.312049876,0.039918641,0.176056338,0,0,0.187447962,0.002579813,0.006288294,2.89385079,0.097387939,0.022409822,0.0008538,0.022250887,0,0,0.121428571,13.6836237,0.255575286,54.2195122,0.265283021,1.63027706,0.258915122,0.868384057,0.06898285,0.222107006,13.2412451,0.2429262,78.8414397,0.49968946,0.425778613,0.224215494,0.597110754,0.709949958
-221,28092627,212.47,215.0598804,0,221,50,140,6202,0.022573363,0.034988713,0.048855208,3.94887365,0.042857143,0,0.042857143,0,0.312049876,0.039918641,0.176056338,0,0,0.187447962,0.002579813,0.006288294,2.89385079,0.097387939,0.022409822,0.0008538,0.022250887,0,0,0.121428571,13.6836237,0.255575286,54.2195122,0.265283021,1.63027706,0.258915122,0.868384057,0.06898285,0.222107006,13.2412451,0.2429262,78.8414397,0.49968946,0.425778613,0.224215494,0.597110754,0.709949958
-222,11664511,88.57,89.52179619,0,222,60,140,6202,0.022573363,0.034988713,0.048855208,3.94887365,0.042857143,0,0.042857143,0,0.312049876,0.039918641,0.176056338,0,0,0.187447962,0.002579813,0.006288294,2.89385079,0.097387939,0.022409822,0.0008538,0.022250887,0,0,0.121428571,13.6836237,0.255575286,54.2195122,0.265283021,1.63027706,0.258915122,0.868384057,0.06898285,0.222107006,13.2412451,0.2429262,78.8414397,0.49968946,0.425778613,0.224215494,0.597110754,0.709949958
-223,1426641998,900.01,902.5929316,1,223,10,400,1700,0.235294118,0.002352941,0.013529412,2.66224273,0.0075,0,0.0075,0,0.505490196,0.189233178,1,0,1,0.395823396,0,0.01,2.29653355,0.499411765,0.014505882,0.27465792,0.004117647,0,0.01,0.2925,14.5100806,0.276952682,212.77957,0.21460873,0.967199998,0.199767514,0.861365847,0.038182037,0.311614117,12.5546075,0.235981896,582.283276,0.34866707,0.371437748,0.34521375,0.325976201,0.574718837
-224,138160,0.09,0.089057171,0,224,20,400,1700,0.235294118,0.002352941,0.013529412,2.66224273,0.0075,0,0.0075,0,0.505490196,0.189233178,1,0,1,0.395823396,0,0.01,2.29653355,0.499411765,0.014505882,0.27465792,0.004117647,0,0.01,0.2925,14.5100806,0.276952682,212.77957,0.21460873,0.967199998,0.199767514,0.861365847,0.038182037,0.311614117,12.5546075,0.235981896,582.283276,0.34866707,0.371437748,0.34521375,0.325976201,0.574718837
-225,1558818,1.06,1.091853917,0,225,30,400,1700,0.235294118,0.002352941,0.013529412,2.66224273,0.0075,0,0.0075,0,0.505490196,0.189233178,1,0,1,0.395823396,0,0.01,2.29653355,0.499411765,0.014505882,0.27465792,0.004117647,0,0.01,0.2925,14.5100806,0.276952682,212.77957,0.21460873,0.967199998,0.199767514,0.861365847,0.038182037,0.311614117,12.5546075,0.235981896,582.283276,0.34866707,0.371437748,0.34521375,0.325976201,0.574718837
-226,53430,0.04,0.038594811,0,226,40,400,1700,0.235294118,0.002352941,0.013529412,2.66224273,0.0075,0,0.0075,0,0.505490196,0.189233178,1,0,1,0.395823396,0,0.01,2.29653355,0.499411765,0.014505882,0.27465792,0.004117647,0,0.01,0.2925,14.5100806,0.276952682,212.77957,0.21460873,0.967199998,0.199767514,0.861365847,0.038182037,0.311614117,12.5546075,0.235981896,582.283276,0.34866707,0.371437748,0.34521375,0.325976201,0.574718837
-227,60442,0.04,0.046520434,0,227,50,400,1700,0.235294118,0.002352941,0.013529412,2.66224273,0.0075,0,0.0075,0,0.505490196,0.189233178,1,0,1,0.395823396,0,0.01,2.29653355,0.499411765,0.014505882,0.27465792,0.004117647,0,0.01,0.2925,14.5100806,0.276952682,212.77957,0.21460873,0.967199998,0.199767514,0.861365847,0.038182037,0.311614117,12.5546075,0.235981896,582.283276,0.34866707,0.371437748,0.34521375,0.325976201,0.574718837
-228,267918,0.2,0.207101104,0,228,60,400,1700,0.235294118,0.002352941,0.013529412,2.66224273,0.0075,0,0.0075,0,0.505490196,0.189233178,1,0,1,0.395823396,0,0.01,2.29653355,0.499411765,0.014505882,0.27465792,0.004117647,0,0.01,0.2925,14.5100806,0.276952682,212.77957,0.21460873,0.967199998,0.199767514,0.861365847,0.038182037,0.311614117,12.5546075,0.235981896,582.283276,0.34866707,0.371437748,0.34521375,0.325976201,0.574718837
-229,625386,0.75,0.752134141,0,229,10,155,1531,0.101241019,0.015676029,0.0365774,3.18853523,0.025806452,0,0.025806452,0,0.381123449,0.09297543,0.538461538,0,0,0.261511691,0.003265839,0.015676029,2.49424344,0.305029393,0.0538716,0.118462555,0.037883736,0,0.012903226,0.174193548,9.29179766,0.330452914,68.491569,0.243376745,1.32405438,0.227173106,0.866408366,0.063771955,0.285083447,7.68856767,0.340210622,133.175646,0.418896744,0.421733717,0.329802247,0.474557313,0.665394921
-230,4679,0,0.005679287,0,230,20,155,1531,0.101241019,0.015676029,0.0365774,3.18853523,0.025806452,0,0.025806452,0,0.381123449,0.09297543,0.538461538,0,0,0.261511691,0.003265839,0.015676029,2.49424344,0.305029393,0.0538716,0.118462555,0.037883736,0,0.012903226,0.174193548,9.29179766,0.330452914,68.491569,0.243376745,1.32405438,0.227173106,0.866408366,0.063771955,0.285083447,7.68856767,0.340210622,133.175646,0.418896744,0.421733717,0.329802247,0.474557313,0.665394921
-231,18731,0.02,0.023351984,0,231,30,155,1531,0.101241019,0.015676029,0.0365774,3.18853523,0.025806452,0,0.025806452,0,0.381123449,0.09297543,0.538461538,0,0,0.261511691,0.003265839,0.015676029,2.49424344,0.305029393,0.0538716,0.118462555,0.037883736,0,0.012903226,0.174193548,9.29179766,0.330452914,68.491569,0.243376745,1.32405438,0.227173106,0.866408366,0.063771955,0.285083447,7.68856767,0.340210622,133.175646,0.418896744,0.421733717,0.329802247,0.474557313,0.665394921
-232,20183,0.02,0.025789675,0,232,40,155,1531,0.101241019,0.015676029,0.0365774,3.18853523,0.025806452,0,0.025806452,0,0.381123449,0.09297543,0.538461538,0,0,0.261511691,0.003265839,0.015676029,2.49424344,0.305029393,0.0538716,0.118462555,0.037883736,0,0.012903226,0.174193548,9.29179766,0.330452914,68.491569,0.243376745,1.32405438,0.227173106,0.866408366,0.063771955,0.285083447,7.68856767,0.340210622,133.175646,0.418896744,0.421733717,0.329802247,0.474557313,0.665394921
-233,1152,0,0.00147161,0,233,50,155,1531,0.101241019,0.015676029,0.0365774,3.18853523,0.025806452,0,0.025806452,0,0.381123449,0.09297543,0.538461538,0,0,0.261511691,0.003265839,0.015676029,2.49424344,0.305029393,0.0538716,0.118462555,0.037883736,0,0.012903226,0.174193548,9.29179766,0.330452914,68.491569,0.243376745,1.32405438,0.227173106,0.866408366,0.063771955,0.285083447,7.68856767,0.340210622,133.175646,0.418896744,0.421733717,0.329802247,0.474557313,0.665394921
-234,2604,0,0.003348296,0,234,60,155,1531,0.101241019,0.015676029,0.0365774,3.18853523,0.025806452,0,0.025806452,0,0.381123449,0.09297543,0.538461538,0,0,0.261511691,0.003265839,0.015676029,2.49424344,0.305029393,0.0538716,0.118462555,0.037883736,0,0.012903226,0.174193548,9.29179766,0.330452914,68.491569,0.243376745,1.32405438,0.227173106,0.866408366,0.063771955,0.285083447,7.68856767,0.340210622,133.175646,0.418896744,0.421733717,0.329802247,0.474557313,0.665394921
-235,17325281,900.01,911.7609199,1,235,10,69,12420,0.005555556,0.10821256,0.122302738,4.06579342,0.115942029,0,0.115942029,0,0.275563607,0.019270967,0.071083506,0,0,0.137666879,0.002657005,0.004750403,3.07033779,0.031400966,0.00547504,0,0.00547504,0,0,0.362318841,9.69193935,0.251336126,18.5099761,0.321959867,2.2739499,0.30668281,0.890081128,0.101328712,0.177491072,9.30675676,0.249524696,23.5108108,0.533784528,0.41049396,0.1946113,0.710092607,0.762874395
-236,3776540,196.4,198.2747939,0,236,20,69,12420,0.005555556,0.10821256,0.122302738,4.06579342,0.115942029,0,0.115942029,0,0.275563607,0.019270967,0.071083506,0,0,0.137666879,0.002657005,0.004750403,3.07033779,0.031400966,0.00547504,0,0.00547504,0,0,0.362318841,9.69193935,0.251336126,18.5099761,0.321959867,2.2739499,0.30668281,0.890081128,0.101328712,0.177491072,9.30675676,0.249524696,23.5108108,0.533784528,0.41049396,0.1946113,0.710092607,0.762874395
-237,17137010,900.01,906.1926921,1,237,30,69,12420,0.005555556,0.10821256,0.122302738,4.06579342,0.115942029,0,0.115942029,0,0.275563607,0.019270967,0.071083506,0,0,0.137666879,0.002657005,0.004750403,3.07033779,0.031400966,0.00547504,0,0.00547504,0,0,0.362318841,9.69193935,0.251336126,18.5099761,0.321959867,2.2739499,0.30668281,0.890081128,0.101328712,0.177491072,9.30675676,0.249524696,23.5108108,0.533784528,0.41049396,0.1946113,0.710092607,0.762874395
-238,17312441,900.01,903.1007303,1,238,40,69,12420,0.005555556,0.10821256,0.122302738,4.06579342,0.115942029,0,0.115942029,0,0.275563607,0.019270967,0.071083506,0,0,0.137666879,0.002657005,0.004750403,3.07033779,0.031400966,0.00547504,0,0.00547504,0,0,0.362318841,9.69193935,0.251336126,18.5099761,0.321959867,2.2739499,0.30668281,0.890081128,0.101328712,0.177491072,9.30675676,0.249524696,23.5108108,0.533784528,0.41049396,0.1946113,0.710092607,0.762874395
-239,1956257,102.15,101.0776584,0,239,50,69,12420,0.005555556,0.10821256,0.122302738,4.06579342,0.115942029,0,0.115942029,0,0.275563607,0.019270967,0.071083506,0,0,0.137666879,0.002657005,0.004750403,3.07033779,0.031400966,0.00547504,0,0.00547504,0,0,0.362318841,9.69193935,0.251336126,18.5099761,0.321959867,2.2739499,0.30668281,0.890081128,0.101328712,0.177491072,9.30675676,0.249524696,23.5108108,0.533784528,0.41049396,0.1946113,0.710092607,0.762874395
-240,2490565,130.17,129.1853831,0,240,60,69,12420,0.005555556,0.10821256,0.122302738,4.06579342,0.115942029,0,0.115942029,0,0.275563607,0.019270967,0.071083506,0,0,0.137666879,0.002657005,0.004750403,3.07033779,0.031400966,0.00547504,0,0.00547504,0,0,0.362318841,9.69193935,0.251336126,18.5099761,0.321959867,2.2739499,0.30668281,0.890081128,0.101328712,0.177491072,9.30675676,0.249524696,23.5108108,0.533784528,0.41049396,0.1946113,0.710092607,0.762874395
-241,1428807935,900.01,901.7582136,1,241,10,450,1912,0.235355649,0.001046025,0.012552301,2.6470195,0.006666667,0,0.006666667,0,0.49790795,0.185319967,1,0,1,0.387334095,0,0.008891213,2.27233502,0.496861925,0.012982334,0.268427294,0.00209205,0,0.008888889,0.291111111,15.5334948,0.448585433,245.79661,0.224006926,0.949597934,0.239078177,0.859443688,0.037659879,0.320168179,12.3091787,0.273955231,706.103865,0.358184647,0.36877437,0.372211971,0.323991436,0.609010125
-242,419392379,260.8,269.9993234,0,242,20,450,1912,0.235355649,0.001046025,0.012552301,2.6470195,0.006666667,0,0.006666667,0,0.49790795,0.185319967,1,0,1,0.387334095,0,0.008891213,2.27233502,0.496861925,0.012982334,0.268427294,0.00209205,0,0.008888889,0.291111111,15.5334948,0.448585433,245.79661,0.224006926,0.949597934,0.239078177,0.859443688,0.037659879,0.320168179,12.3091787,0.273955231,706.103865,0.358184647,0.36877437,0.372211971,0.323991436,0.609010125
-243,28426971,17.91,18.68759466,0,243,30,450,1912,0.235355649,0.001046025,0.012552301,2.6470195,0.006666667,0,0.006666667,0,0.49790795,0.185319967,1,0,1,0.387334095,0,0.008891213,2.27233502,0.496861925,0.012982334,0.268427294,0.00209205,0,0.008888889,0.291111111,15.5334948,0.448585433,245.79661,0.224006926,0.949597934,0.239078177,0.859443688,0.037659879,0.320168179,12.3091787,0.273955231,706.103865,0.358184647,0.36877437,0.372211971,0.323991436,0.609010125
-244,25835369,17.14,18.77835174,0,244,40,450,1912,0.235355649,0.001046025,0.012552301,2.6470195,0.006666667,0,0.006666667,0,0.49790795,0.185319967,1,0,1,0.387334095,0,0.008891213,2.27233502,0.496861925,0.012982334,0.268427294,0.00209205,0,0.008888889,0.291111111,15.5334948,0.448585433,245.79661,0.224006926,0.949597934,0.239078177,0.859443688,0.037659879,0.320168179,12.3091787,0.273955231,706.103865,0.358184647,0.36877437,0.372211971,0.323991436,0.609010125
-245,102069,0.08,0.07605341,0,245,50,450,1912,0.235355649,0.001046025,0.012552301,2.6470195,0.006666667,0,0.006666667,0,0.49790795,0.185319967,1,0,1,0.387334095,0,0.008891213,2.27233502,0.496861925,0.012982334,0.268427294,0.00209205,0,0.008888889,0.291111111,15.5334948,0.448585433,245.79661,0.224006926,0.949597934,0.239078177,0.859443688,0.037659879,0.320168179,12.3091787,0.273955231,706.103865,0.358184647,0.36877437,0.372211971,0.323991436,0.609010125
-246,105636,0.08,0.083519396,0,246,60,450,1912,0.235355649,0.001046025,0.012552301,2.6470195,0.006666667,0,0.006666667,0,0.49790795,0.185319967,1,0,1,0.387334095,0,0.008891213,2.27233502,0.496861925,0.012982334,0.268427294,0.00209205,0,0.008888889,0.291111111,15.5334948,0.448585433,245.79661,0.224006926,0.949597934,0.239078177,0.859443688,0.037659879,0.320168179,12.3091787,0.273955231,706.103865,0.358184647,0.36877437,0.372211971,0.323991436,0.609010125
-247,126238055,900.01,911.8018548,1,247,10,108,4784,0.022575251,0.045150502,0.063963211,3.81888384,0.055555556,0,0.055555556,0,0.311524526,0.042311302,0.158301158,0,0,0.197636676,0.002299331,0.008988294,2.92626101,0.098662207,0.022366221,0,0.022366221,0,0,0.222222222,11.2190161,0.250896096,38.153264,0.278018471,1.77277454,0.26083242,0.877172061,0.077440883,0.216273576,10.6794258,0.263311332,54.8865345,0.492737251,0.419039229,0.231076712,0.612677159,0.709454761
-248,1673170,12.1,12.20837498,0,248,20,108,4784,0.022575251,0.045150502,0.063963211,3.81888384,0.055555556,0,0.055555556,0,0.311524526,0.042311302,0.158301158,0,0,0.197636676,0.002299331,0.008988294,2.92626101,0.098662207,0.022366221,0,0.022366221,0,0,0.222222222,11.2190161,0.250896096,38.153264,0.278018471,1.77277454,0.26083242,0.877172061,0.077440883,0.216273576,10.6794258,0.263311332,54.8865345,0.492737251,0.419039229,0.231076712,0.612677159,0.709454761
-249,6979664,50.34,50.74938196,0,249,30,108,4784,0.022575251,0.045150502,0.063963211,3.81888384,0.055555556,0,0.055555556,0,0.311524526,0.042311302,0.158301158,0,0,0.197636676,0.002299331,0.008988294,2.92626101,0.098662207,0.022366221,0,0.022366221,0,0,0.222222222,11.2190161,0.250896096,38.153264,0.278018471,1.77277454,0.26083242,0.877172061,0.077440883,0.216273576,10.6794258,0.263311332,54.8865345,0.492737251,0.419039229,0.231076712,0.612677159,0.709454761
-250,19477439,140.67,141.4113885,0,250,40,108,4784,0.022575251,0.045150502,0.063963211,3.81888384,0.055555556,0,0.055555556,0,0.311524526,0.042311302,0.158301158,0,0,0.197636676,0.002299331,0.008988294,2.92626101,0.098662207,0.022366221,0,0.022366221,0,0,0.222222222,11.2190161,0.250896096,38.153264,0.278018471,1.77277454,0.26083242,0.877172061,0.077440883,0.216273576,10.6794258,0.263311332,54.8865345,0.492737251,0.419039229,0.231076712,0.612677159,0.709454761
-251,13559018,97.64,99.22951048,0,251,50,108,4784,0.022575251,0.045150502,0.063963211,3.81888384,0.055555556,0,0.055555556,0,0.311524526,0.042311302,0.158301158,0,0,0.197636676,0.002299331,0.008988294,2.92626101,0.098662207,0.022366221,0,0.022366221,0,0,0.222222222,11.2190161,0.250896096,38.153264,0.278018471,1.77277454,0.26083242,0.877172061,0.077440883,0.216273576,10.6794258,0.263311332,54.8865345,0.492737251,0.419039229,0.231076712,0.612677159,0.709454761
-252,10473903,75.57,77.2371854,0,252,60,108,4784,0.022575251,0.045150502,0.063963211,3.81888384,0.055555556,0,0.055555556,0,0.311524526,0.042311302,0.158301158,0,0,0.197636676,0.002299331,0.008988294,2.92626101,0.098662207,0.022366221,0,0.022366221,0,0,0.222222222,11.2190161,0.250896096,38.153264,0.278018471,1.77277454,0.26083242,0.877172061,0.077440883,0.216273576,10.6794258,0.263311332,54.8865345,0.492737251,0.419039229,0.231076712,0.612677159,0.709454761
-253,1465139254,900.01,980.5037195,1,253,10,750,3187,0.235331032,0.000941324,0.007530593,2.63747778,0.004,0,0.004,0,0.502562493,0.176870747,1,0,1,0.394815517,0,0.005020395,2.29578726,0.4863508,0.00786947,0.266595879,0.001882648,0,0.001333333,0.209333333,24.5113208,0.647747762,455.884906,0.231517825,0.86368493,0.284604177,0.855230421,0.030601257,0.326529421,18.5970149,0.264508769,1600.09701,0.319675294,0.460266805,0.385882413,0.304897596,0.498489418
-254,158312282,109.96,110.9408653,0,254,20,750,3187,0.235331032,0.000941324,0.007530593,2.63747778,0.004,0,0.004,0,0.502562493,0.176870747,1,0,1,0.394815517,0,0.005020395,2.29578726,0.4863508,0.00786947,0.266595879,0.001882648,0,0.001333333,0.209333333,24.5113208,0.647747762,455.884906,0.231517825,0.86368493,0.284604177,0.855230421,0.030601257,0.326529421,18.5970149,0.264508769,1600.09701,0.319675294,0.460266805,0.385882413,0.304897596,0.498489418
-255,71188015,47.7,50.90497759,0,255,30,750,3187,0.235331032,0.000941324,0.007530593,2.63747778,0.004,0,0.004,0,0.502562493,0.176870747,1,0,1,0.394815517,0,0.005020395,2.29578726,0.4863508,0.00786947,0.266595879,0.001882648,0,0.001333333,0.209333333,24.5113208,0.647747762,455.884906,0.231517825,0.86368493,0.284604177,0.855230421,0.030601257,0.326529421,18.5970149,0.264508769,1600.09701,0.319675294,0.460266805,0.385882413,0.304897596,0.498489418
-256,57698543,38.61,42.08012565,0,256,40,750,3187,0.235331032,0.000941324,0.007530593,2.63747778,0.004,0,0.004,0,0.502562493,0.176870747,1,0,1,0.394815517,0,0.005020395,2.29578726,0.4863508,0.00786947,0.266595879,0.001882648,0,0.001333333,0.209333333,24.5113208,0.647747762,455.884906,0.231517825,0.86368493,0.284604177,0.855230421,0.030601257,0.326529421,18.5970149,0.264508769,1600.09701,0.319675294,0.460266805,0.385882413,0.304897596,0.498489418
-257,100354,0.07,0.076817384,0,257,50,750,3187,0.235331032,0.000941324,0.007530593,2.63747778,0.004,0,0.004,0,0.502562493,0.176870747,1,0,1,0.394815517,0,0.005020395,2.29578726,0.4863508,0.00786947,0.266595879,0.001882648,0,0.001333333,0.209333333,24.5113208,0.647747762,455.884906,0.231517825,0.86368493,0.284604177,0.855230421,0.030601257,0.326529421,18.5970149,0.264508769,1600.09701,0.319675294,0.460266805,0.385882413,0.304897596,0.498489418
-258,1309397,1.09,1.064819641,0,258,60,750,3187,0.235331032,0.000941324,0.007530593,2.63747778,0.004,0,0.004,0,0.502562493,0.176870747,1,0,1,0.394815517,0,0.005020395,2.29578726,0.4863508,0.00786947,0.266595879,0.001882648,0,0.001333333,0.209333333,24.5113208,0.647747762,455.884906,0.231517825,0.86368493,0.284604177,0.855230421,0.030601257,0.326529421,18.5970149,0.264508769,1600.09701,0.319675294,0.460266805,0.385882413,0.304897596,0.498489418
-259,6094493,7.3,7.583195634,0,259,10,155,1531,0.101241019,0.015676029,0.038536904,3.09349665,0.025806452,0,0.025806452,0,0.375244938,0.098619549,0.435897436,0,0,0.300889048,0.001306336,0.012410189,2.58775832,0.289353364,0.054082299,0.108382664,0.039190072,0,0.019354839,0.348387097,9.34626355,0.314064479,67.4768967,0.242038291,1.34147019,0.22761201,0.869860896,0.062208572,0.278509448,7.57374325,0.316359063,132.583714,0.42469385,0.437415303,0.327937464,0.478473108,0.675574633
-260,4011944,4.81,5.041150283,0,260,20,155,1531,0.101241019,0.015676029,0.038536904,3.09349665,0.025806452,0,0.025806452,0,0.375244938,0.098619549,0.435897436,0,0,0.300889048,0.001306336,0.012410189,2.58775832,0.289353364,0.054082299,0.108382664,0.039190072,0,0.019354839,0.348387097,9.34626355,0.314064479,67.4768967,0.242038291,1.34147019,0.22761201,0.869860896,0.062208572,0.278509448,7.57374325,0.316359063,132.583714,0.42469385,0.437415303,0.327937464,0.478473108,0.675574633
-261,228843,0.28,0.291788488,0,261,30,155,1531,0.101241019,0.015676029,0.038536904,3.09349665,0.025806452,0,0.025806452,0,0.375244938,0.098619549,0.435897436,0,0,0.300889048,0.001306336,0.012410189,2.58775832,0.289353364,0.054082299,0.108382664,0.039190072,0,0.019354839,0.348387097,9.34626355,0.314064479,67.4768967,0.242038291,1.34147019,0.22761201,0.869860896,0.062208572,0.278509448,7.57374325,0.316359063,132.583714,0.42469385,0.437415303,0.327937464,0.478473108,0.675574633
-262,63916,0.08,0.081401539,0,262,40,155,1531,0.101241019,0.015676029,0.038536904,3.09349665,0.025806452,0,0.025806452,0,0.375244938,0.098619549,0.435897436,0,0,0.300889048,0.001306336,0.012410189,2.58775832,0.289353364,0.054082299,0.108382664,0.039190072,0,0.019354839,0.348387097,9.34626355,0.314064479,67.4768967,0.242038291,1.34147019,0.22761201,0.869860896,0.062208572,0.278509448,7.57374325,0.316359063,132.583714,0.42469385,0.437415303,0.327937464,0.478473108,0.675574633
-263,7894,0.01,0.010270194,0,263,50,155,1531,0.101241019,0.015676029,0.038536904,3.09349665,0.025806452,0,0.025806452,0,0.375244938,0.098619549,0.435897436,0,0,0.300889048,0.001306336,0.012410189,2.58775832,0.289353364,0.054082299,0.108382664,0.039190072,0,0.019354839,0.348387097,9.34626355,0.314064479,67.4768967,0.242038291,1.34147019,0.22761201,0.869860896,0.062208572,0.278509448,7.57374325,0.316359063,132.583714,0.42469385,0.437415303,0.327937464,0.478473108,0.675574633
-264,47681,0.06,0.062242836,0,264,60,155,1531,0.101241019,0.015676029,0.038536904,3.09349665,0.025806452,0,0.025806452,0,0.375244938,0.098619549,0.435897436,0,0,0.300889048,0.001306336,0.012410189,2.58775832,0.289353364,0.054082299,0.108382664,0.039190072,0,0.019354839,0.348387097,9.34626355,0.314064479,67.4768967,0.242038291,1.34147019,0.22761201,0.869860896,0.062208572,0.278509448,7.57374325,0.316359063,132.583714,0.42469385,0.437415303,0.327937464,0.478473108,0.675574633
-265,23910711,15.56,14.08282706,0,265,10,700,2800,0.25,0.001071429,0.008214286,2.64681008,0.004285714,0,0.004285714,0,0.498809524,0.196770717,1,0,1,0.405873542,0,0.005,2.29070347,0.505714286,0.008414286,0.287948445,0.002142857,0,0.015714286,0.18,15.2861586,0.373339857,430.200622,0.233885196,0.821042504,0.223137157,0.849643984,0.030644222,0.389673114,13.4673913,0.285732699,1324.88587,0.359678483,0.366134195,0.413226105,0.317500451,0.561121597
-266,2567361,1.68,1.651706255,0,266,20,700,2800,0.25,0.001071429,0.008214286,2.64681008,0.004285714,0,0.004285714,0,0.498809524,0.196770717,1,0,1,0.405873542,0,0.005,2.29070347,0.505714286,0.008414286,0.287948445,0.002142857,0,0.015714286,0.18,15.2861586,0.373339857,430.200622,0.233885196,0.821042504,0.223137157,0.849643984,0.030644222,0.389673114,13.4673913,0.285732699,1324.88587,0.359678483,0.366134195,0.413226105,0.317500451,0.561121597
-267,24036,0.02,0.015787099,0,267,30,700,2800,0.25,0.001071429,0.008214286,2.64681008,0.004285714,0,0.004285714,0,0.498809524,0.196770717,1,0,1,0.405873542,0,0.005,2.29070347,0.505714286,0.008414286,0.287948445,0.002142857,0,0.015714286,0.18,15.2861586,0.373339857,430.200622,0.233885196,0.821042504,0.223137157,0.849643984,0.030644222,0.389673114,13.4673913,0.285732699,1324.88587,0.359678483,0.366134195,0.413226105,0.317500451,0.561121597
-268,11726,0.01,0.008235996,0,268,40,700,2800,0.25,0.001071429,0.008214286,2.64681008,0.004285714,0,0.004285714,0,0.498809524,0.196770717,1,0,1,0.405873542,0,0.005,2.29070347,0.505714286,0.008414286,0.287948445,0.002142857,0,0.015714286,0.18,15.2861586,0.373339857,430.200622,0.233885196,0.821042504,0.223137157,0.849643984,0.030644222,0.389673114,13.4673913,0.285732699,1324.88587,0.359678483,0.366134195,0.413226105,0.317500451,0.561121597
-269,14719,0.01,0.011401734,0,269,50,700,2800,0.25,0.001071429,0.008214286,2.64681008,0.004285714,0,0.004285714,0,0.498809524,0.196770717,1,0,1,0.405873542,0,0.005,2.29070347,0.505714286,0.008414286,0.287948445,0.002142857,0,0.015714286,0.18,15.2861586,0.373339857,430.200622,0.233885196,0.821042504,0.223137157,0.849643984,0.030644222,0.389673114,13.4673913,0.285732699,1324.88587,0.359678483,0.366134195,0.413226105,0.317500451,0.561121597
-270,9309,0.01,0.007246179,0,270,60,700,2800,0.25,0.001071429,0.008214286,2.64681008,0.004285714,0,0.004285714,0,0.498809524,0.196770717,1,0,1,0.405873542,0,0.005,2.29070347,0.505714286,0.008414286,0.287948445,0.002142857,0,0.015714286,0.18,15.2861586,0.373339857,430.200622,0.233885196,0.821042504,0.223137157,0.849643984,0.030644222,0.389673114,13.4673913,0.285732699,1324.88587,0.359678483,0.366134195,0.413226105,0.317500451,0.561121597
-271,744301644,900.01,925.4939177,1,271,10,200,1978,0.101112235,0.012639029,0.028311426,3.16620478,0.02,0,0.02,0,0.374115268,0.090693488,0.466666667,0,0,0.277817794,0.001516684,0.012133468,2.50910982,0.287158746,0.045293226,0.128271223,0.031344793,0,0,0.24,12.185384,0.27391641,93.0177539,0.240906732,1.25791055,0.223188463,0.863005313,0.056773271,0.270422202,10.4710963,0.356456844,192.861794,0.404276986,0.437779687,0.309875701,0.458679275,0.638475585
